data_coleta,media_id,marca,angulo,formato,publicado_em,dias,metrica,valor,coletado_em
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,comments,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,ig_reels_avg_watch_time,4406,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,likes,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,reach,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,saved,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,shares,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,total_interactions,0,2026-09-13T21:14:44+00:00
2026-09-13,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,2,views,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,comments,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,ig_reels_avg_watch_time,16083,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,likes,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,reach,1,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,saved,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,shares,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,total_interactions,0,2026-09-13T21:14:44+00:00
2026-09-13,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,5,views,4,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,comments,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,ig_reels_avg_watch_time,19823,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,likes,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,reach,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,saved,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,shares,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,total_interactions,0,2026-09-13T21:14:44+00:00
2026-09-13,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,2,views,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,comments,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,ig_reels_avg_watch_time,8236,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,likes,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,reach,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,saved,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,shares,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,total_interactions,0,2026-09-13T21:14:44+00:00
2026-09-13,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,2,views,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,comments,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,ig_reels_avg_watch_time,4514,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,likes,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,reach,74,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,saved,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,shares,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,total_interactions,0,2026-09-13T21:14:44+00:00
2026-09-13,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,1,views,81,2026-09-13T21:14:44+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,ig_reels_avg_watch_time,2439,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,likes,1,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,reach,45,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,total_interactions,1,2026-09-14T21:15:03+00:00
2026-09-14,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,5,views,49,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,ig_reels_avg_watch_time,7724,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,reach,1,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,6,views,1,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,ig_reels_avg_watch_time,5349,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,reach,6,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,2,views,6,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,ig_reels_avg_watch_time,4406,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,reach,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,3,views,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,ig_reels_avg_watch_time,16083,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,reach,1,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,6,views,4,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,ig_reels_avg_watch_time,19823,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,reach,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,3,views,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,ig_reels_avg_watch_time,8236,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,reach,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,3,views,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,comments,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,ig_reels_avg_watch_time,4514,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,likes,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,reach,74,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,saved,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,shares,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,total_interactions,0,2026-09-14T21:15:03+00:00
2026-09-14,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,2,views,81,2026-09-14T21:15:03+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,ig_reels_avg_watch_time,2439,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,likes,1,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,reach,45,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,total_interactions,1,2026-09-15T21:15:18+00:00
2026-09-15,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,6,views,49,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,ig_reels_avg_watch_time,7724,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,reach,1,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,7,views,1,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,ig_reels_avg_watch_time,5349,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,reach,6,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,3,views,6,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,ig_reels_avg_watch_time,4406,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,reach,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,4,views,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,ig_reels_avg_watch_time,16083,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,reach,1,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,7,views,4,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,ig_reels_avg_watch_time,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,reach,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18095669867253904,metro-de-bh,quem-esta-subindo,reel,2026-09-15,0,views,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,ig_reels_avg_watch_time,19823,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,reach,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18110686535327913,metro-de-bh,t1:mensal,reel,2026-09-11,4,views,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,ig_reels_avg_watch_time,8236,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,reach,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18111726197008625,metro-de-bh,o-topo-e-a-base,reel,2026-09-10,4,views,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,comments,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,ig_reels_avg_watch_time,4514,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,likes,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,reach,74,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,saved,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,shares,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,total_interactions,0,2026-09-15T21:15:18+00:00
2026-09-15,18142362877585635,metro-de-bh,t1:doze_meses,reel,2026-09-12,3,views,81,2026-09-15T21:15:18+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,comments,0,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,ig_reels_avg_watch_time,2439,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,likes,1,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,reach,45,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,saved,0,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,shares,0,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,total_interactions,1,2026-09-16T21:16:05+00:00
2026-09-16,17895393021392219,metro-de-bh,os-tres-horizontes,reel,2026-09-09,7,views,49,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,comments,0,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,ig_reels_avg_watch_time,7724,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,likes,0,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,reach,1,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,saved,0,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,shares,0,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,total_interactions,0,2026-09-16T21:16:05+00:00
2026-09-16,17901857445354820,metro-de-bh,contra-a-inflacao,reel,2026-09-08,8,views,1,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,comments,0,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,ig_reels_avg_watch_time,5349,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,likes,0,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,reach,6,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,saved,0,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,shares,0,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,total_interactions,0,2026-09-16T21:16:05+00:00
2026-09-16,17980367396902015,metro-de-bh,t1:ano,reel,2026-09-12,4,views,6,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,comments,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,ig_reels_avg_watch_time,4406,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,likes,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,reach,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,saved,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,shares,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,total_interactions,0,2026-09-16T21:16:05+00:00
2026-09-16,18002295893795529,metro-de-bh,quem-esta-em-queda,reel,2026-09-11,5,views,0,2026-09-16T21:16:05+00:00
2026-09-16,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,8,comments,0,2026-09-16T21:16:05+00:00
2026-09-16,18093109655554507,metro-de-bh,padrao,reel,2026-09-08,8,ig_reels_avg_watch_time,16083,2026-09-16T21:16:05+00:00
